type,name,price,images,discount
Whisky,Emperor's Way Cream Sherry Single Cask 5 Years 2019/2024,7842,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_EMPER05SC_1.png,q1724937516.pagespeed.ic.-Q57x7PCid.png""]",9061
Whisky,Secret Speyside Vintage 100 Proof Edition #16 13 Years 2010/2024,4490,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_SECRE10S2_1.jpg,q1719825428.pagespeed.ic.fKk5wbhIfm.jpg""]",26086
Whisky,Black Bottle,2390,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_BLACBO000_1.jpg,q1713957225.pagespeed.ic.MVCeg4A0Ya.jpg""]",5479
Whisky,Bushmills Three Woods 16 Years,7490,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_BUSHM1600_D2_1.jpg,q1713959138.pagespeed.ic.w8ju0YN3Qg.jpg""]",1700
Whisky,Jameson Caskmates Stout,2699,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_JAMES0CM0_1.jpg,q1713957851.pagespeed.ic.9ODJ39G03c.jpg]",5791
Rum,Mermaid Spiced Rum,54357,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_XRMERMA0SP0_1.jpg?1716562352""]",42083
Gin,Sipsmith London Dry Gin,84030,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XGSIPSMLD_1.jpg,q1713959188.pagespeed.ic.CkGL7lb-vY.jpg""]",38912
Rum,Plantation Rum Sealander,1219,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRPLANT0SE0_1.jpg,q1713957990.pagespeed.ic.TeAhIUj-3x.jpg""]",11640
Whisky,Ondjaba Triple Grain,6990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_ONDJA0000_1.jpg,q1713957228.pagespeed.ic.mwotE6nmVp.jpg""]",30345
Whisky,Laphroaig 'Peat' The Wall Collection 36 Years,74378,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_LAPHR0PE0_1.jpg,q1728371805.pagespeed.ic.1DuFxVUKrc.jpg""]",39667
Spirits,Glayva Liqueur,83006,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_GLAYVAL7L_1.jpg,q1714976891.pagespeed.ic.drVSDH56CF.jpg""]",67134
Whisky,Highlands Park Valfather,48836,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_HIGHL0VF0_1.jpg?1713957309""]",18237
Whisky,Laphroaig Lore,5790,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_LAPHR00LO_1.jpg,q1716279612.pagespeed.ic.4z5VqlPYH8.jpg""]",2000
Whisky,Elements of Islay - Fireside,5005,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_ELEMI0FI0_1.jpg,q1721900052.pagespeed.ic.s_B4m21oS-.jpg""]",36409
Rum,Papa Rouyo Le Réjéton Blanc Rhum 2021/,61236,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRPAPAR0LR0_1.jpg,q1713961226.pagespeed.ic.lKNMgKcF38.jpg""]",20972
Whisky,The Singleton of Dufftown 12 Years,2890,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_DUFFT1201_1.jpg?1713957188""]",200
Rum,Barceló Imperial Onyx Rum,62423,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_XRBARCE0ON0_1.jpg?1713965294""]",48697
Gin,Illusionist Dry Gin in gift box,8229,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XGILLUSGP_1.jpg,q1713957924.pagespeed.ic.ptp6qnlfG2.jpg""]",30618
Whisky,Caol Ila Connoisseurs Choice - Cask Strength 15 Years 2009/2024,49149,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_CAOLI09G2_1.jpg,q1726219132.pagespeed.ic.b-A05iS4N2.jpg""]",37098
Distillery,Nikka From the Barrel,3890,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_NIKKABARR_1.jpg,q1714056145.pagespeed.ic.oLaQryaYtG.jpg""]",16929
Rum,The Real McCoy Rum 12 Years,50060,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_XRMCCOY1200_1.jpg?1713962791""]",40440
Whisky,Ardmore Legacy,2299,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_ARDMO00LE_1.jpg,q1713957454.pagespeed.ic.KMJu-oyPYC.jpg""]",14501
Whisky,Suntory Yamazaki 12 Years,16800,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_SUNTOYA12_1.jpg,q1713957182.pagespeed.ic.jkOrSvSAeU.jpg""]",479
Whisky,Talisker Surge 2022,5990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_TALIS0SU0_1.jpg?1713958088""]",700
Whisky,Glenmorangie 19 Years,12850,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_GMORA1900_1.jpg?1713958326""]",4464
Whisky,Mortlach 15 Years 2008/2023,28119,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_MORTL08S2_1.jpg,q1727173676.pagespeed.ic.LxOD5XWmhD.jpg""]",18426
Whisky,Glentauchers First Fill Ruby Port Barrique - Best Dram 14 Years 2009/2023,66775,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_GTAUC14RP_1.jpg,q1713957830.pagespeed.ic.pAx74KP_V5.jpg""]",34535
Gin,The Illusionist Gin FC Bayern Munich Edition,11338,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_XGILLUS0BM0_1.jpg?1713957735""]",20755
Rum,Appleton Estate Signature Rum,7925,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRAPPLE0ESB_1.jpg,q1713962656.pagespeed.ic.UgppEpU8fk.jpg""]",8226
Whisky,Morris Signature,68706,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_MORRI0SI0_1.jpg,q1713957726.pagespeed.ic.yN7ynGTPLO.jpg""]",41714
Whisky,CEO 12 Years,21893,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_CEO001200_1.jpg,q1719566343.pagespeed.ic.Hb7GAERWK8.jpg""]",18490
Whisky,Scapa 16 Years 2015,17653,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_SCAPA1600_1.jpg,q1722660155.pagespeed.ic.nYQ0-qPdVz.jpg""]",2362
Whisky,Kilchoman Machir Bay,4490,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_KILCH00MA_1.jpg,q1713957449.pagespeed.ic.C7rSRtaFWt.jpg""]",1400
Whisky,Kyrö Malt Rye,31678,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_KYROE0RY7_1.jpg,q1715070127.pagespeed.ic.1hGRR5chDY.jpg""]",7691
Whisky,Suntory Hibiki Blossom Harmony 2022 (B-Ware) 2022,63121,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_SUNTOHIB0_B_1.jpg?1713968403""]",50014
Rum,Trois Rivières Cuvée de L'Ocean Rhum Blanc Agricole,15911,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRTROIS0CU0_1.jpg,q1713960281.pagespeed.ic.bXwPTtnc62.jpg""]",13362
Spirits,The Pogues Cinnamon Liqueur,35525,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_POGUE0LIC_1.jpg,q1713959569.pagespeed.ic.QF1R34g56m.jpg""]",28470
Whisky,McClelland's Lowlands,2390,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_MCCLE0LO0_1.jpg?1713957576""]",6100
Whisky,Woodford Reserve MC Sonoma Triple Finish,80313,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_WOODFMCSO_1.jpg,q1713962172.pagespeed.ic.OIyT0EszMS.jpg""]",58335
Whisky,Glenallachie Oloroso Sherry Finish 9 Years 2024,17350,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_GALLA09OL_1.jpg?1713957865""]",5258
Whisky,St. Kilian 'Whisky.de exclusive' Madeira 2018/2021,4790,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_STKIL0MAD_1.jpg,q1713959880.pagespeed.ic.j7HYHIDqQi.jpg""]",25132
Whisky,Glenmorangie Palo Cortado - Barrel Select 12 Years 2022,7490,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_GMORA12PC_1.jpg,q1713957826.pagespeed.ic.yZ3pkX4Cu_.jpg""]",10572
Rum,Don Pancho Origen 18 Years,894,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_XRDPANOR18_1.jpg?1713958112""]",5723
Whisky,Glen Grant Connoisseurs Choice - Cask Strength 14 Years 2009/2024,9247,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_GGRAN09GM_1.jpg?1726221762""]",28549
Whisky,Drumblade Whisky.de exclusive Octave 13 Years 2008/2021,44721,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_DRUMB08DT_1.jpg,q1713957538.pagespeed.ic.84COKbGZXN.jpg""]",31943
Whisky,Grace O`Malley Dark Char Cask,91683,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_GRACE0DC0_1.jpg,q1713959467.pagespeed.ic.kpthzkkwje.jpg""]",71953
Whisky,Dailuaine Un-Chillfiltered 10 Years 2012/2023,92262,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_DAILU12SI_1.jpg,q1721387781.pagespeed.ic.txyVDynCZB.jpg""]",70172
Whisky,Balvenie Single Barrel First Fill 12 Years,7190,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_BALVE12SB_1.jpg,q1729510202.pagespeed.ic.9zeg8g4bzu.jpg""]",7963
Whisky,Auchroisk 10 Years,4490,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_AUCHR10FF_1.jpg,q1713958156.pagespeed.ic.MF9winllTf.jpg""]",17444
Whisky,Penderyn Sherrywood,25409,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_PENDE00SH_D1_1.jpg,q1713957297.pagespeed.ic.-IM7iSBMJn.jpg""]",21564
Whisky,Bushmills Vino Dulce Reserve 10 Years,3990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_BUSHM10VD_1.jpg?1715087885""]",1800
Whisky,Teaninich with 2 glasses Cask Strength Collection 35 Years 1983/2018,54377,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_TEANI83SI_1.jpg?1713959294""]",29052
Whisky,Penderyn Patagonia Icon of Wales No 11,42061,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_PENDE0IW11_1.jpg,q1713958043.pagespeed.ic.8DfZtX7Jpi.jpg""]",5704
Whisky,Compass Box The Peat Monster,4790,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_PEATM00CB_1.jpg,q1713960157.pagespeed.ic.q5kzGZbJws.jpg""]",8480
Whisky,Edradour Un-Chillfiltered Collection 'Whisky.de exclusive' 10 Years 2014/2024,81561,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_EDRAD10S7_1.jpg,q1726838196.pagespeed.ic.bxmkonaXtA.jpg""]",60099
Whisky,Jack Daniel's Rye,16024,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_JACKD0RYE_1.jpg?1713957501"",""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/2\/2200_2200_75\/image_JACKD0RYE_2.jpg?1713957502""]",13334
Whisky,Aberlour 48% Non Chill-Filtered 12 Years,3990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_ABERL12UN_D2_1.jpg,q1713957197.pagespeed.ic.RCmD1voi5k.jpg""]",14880
Whisky,Secret Orkney Vintage 100 Proof Edition #23 14 Years 2010/2024,4490,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_SECRE10S3_1.jpg,q1728397036.pagespeed.ic.eaCcnyY5Gh.jpg""]",6308
Whisky,Ardbeg Anthology - The Unicorn's Tale 14 Years 2024,14450,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_ARDBE14AN_1.jpg,q1721204275.pagespeed.ic.S5QlQYav93.jpg""]",6460
Whisky,Kavalan Solist Vinho Barique 2022,70196,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_KAVALSOV6_1.jpg,q1720016511.pagespeed.ic.VMFKl40nTe.jpg""]",44233
Whisky,Glen Grant Major's Reserve,2490,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_GGRAN0MR1L_1.jpg,q1713957294.pagespeed.ic.xY3Mj_f83J.jpg""]",300
Whisky,Hyde No. 7 Oloroso,3990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_HYDE007SH_1.jpg,q1713958300.pagespeed.ic.f-_PwR_TGm.jpg""]",10720
Whisky,Highland Park Triskelion 2019,17800,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_HIGHL0TR0_1.jpg,q1713958697.pagespeed.ic.T4NDkX3AqA.jpg""]",3863
Whisky,Glenfarclas Family Casks S22 1997/2022,44878,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_GFARCFA973_1.jpg,q1713957225.pagespeed.ic.fSF02_CGVj.jpg""]",9352
Whisky,Tormore Connoisseurs Choice - Cask Strength 31 Years 1991/2022,11360,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_TORMO91G3_1.jpg,q1713957423.pagespeed.ic.tJSRZKv36L.jpg""]",3453
Whisky,As We Get It! Highland,56520,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_ASWEG0HI5_1.jpg?1713958778""]",21910
Rum,Depaz Cuvée Prestige XO,59458,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRDEPAZ0CP0_1.jpg,q1723623864.pagespeed.ic.UZ1dUvwNam.jpg""]",51939
Whisky,Lambay Single Malt - Batch 1,96082,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_LAMBA0001_1.jpg,q1713960156.pagespeed.ic.XLSd9bsUPo.jpg""]",78866
Whisky,Linkwood PX & Oloroso Sherry Finish Cask Craft,77642,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_LINKWPOMD_1.jpg,q1724339854.pagespeed.ic.anUxAPvySZ.jpg""]",39576
Rum,Plantation Rum OFTD Overproof,20911,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRPLANTOFTD_1.jpg,q1713957724.pagespeed.ic.45QKhmv14n.jpg""]",18001
Whisky,Glen Elgin Berry Bros & Rudd 2008/2023,92815,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_GELGI08BB_1.jpg,q1713963655.pagespeed.ic.11Ifs0t33u.jpg""]",73424
Whisky,Bladnoch The Dragon Series - Iteration II - The Spirit,29639,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_BLADN0DS2_1.jpg?1713957691""]",8420
Whisky,Amrut Oloroso Cask 7 Years 2015/2022,26304,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_AMRUT0OL0_1.jpg?1713961860""]",14806
Whisky,Stauning Kaos,6490,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_STAUN0KA0_B22_1.jpg,q1724778794.pagespeed.ic.DyT7faauZ0.jpg""]",345
Whisky,Mannochmore Vintage 100 Proof Edition #13 11 Years 2012/,4790,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_MANNO12S3_1.jpg,q1715938235.pagespeed.ic.pZadhTfFz7.jpg""]",2600
Whisky,Bib & Tucker 6 Years,6190,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_BIBTU0000_1.jpg,q1713957989.pagespeed.ic.wWJWocl0zv.jpg""]",17496
Whisky,Aultmore St. Joseph Wood Finished Conn. Choice 13 Years 2009/2023,32028,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_AULTM09GM_1.jpg,q1713959931.pagespeed.ic.5fibdeS1ss.jpg""]",11822
Whisky,Kingsbarns Doocot 7 Years,3990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_KINGS0DO0_1.jpg,q1724313899.pagespeed.ic.lrsuqKttmp.jpg""]",29922
Whisky,The Quiet Man Barman's Code 10 Years,34998,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_QUIET10BC_1.jpg,q1713959682.pagespeed.ic.NyU1iq3hms.jpg""]",1322
Whisky,Tomatin Cù Bòcan Oloroso Sherry Cask 15 Years 2022,46169,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_TOMATCB15_1.jpg,q1716643762.pagespeed.ic.KyGxRcfstL.jpg""]",38804
Whisky,St. Kilian Peated Rich & Smoky,42667,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_STKIL0PE0_1.jpg,q1713960476.pagespeed.ic.iRLs61IYlW.jpg""]",38690
Whisky,Ardbeg 25 Years,99800,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_ARDBE2500_1.jpg,q1713958441.pagespeed.ic.QHOsdCdeC6.jpg""]",71222
Spirits,Sortilège Prestige 7 Years,38038,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_SORT00PR0_1.jpg,q1713960960.pagespeed.ic.s0r9sfps4U.jpg""]",23518
Whisky,Morris Port Barrels,38448,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_MORRI0PB0_1.jpg,q1713957291.pagespeed.ic.S-kMtfM8zV.jpg""]",2393
Whisky,Raasay Na Sia Single Cask Unpeated Rye Whiskey Cask 5 Years 2019/2024,28552,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_RAASA05RC_1.png,q1725619399.pagespeed.ic.JGTO8KrWZ0.png""]",11310
Whisky,Auchentoshan 18 Years,11850,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_AUCHE18NE_D2_1.jpg,q1714008445.pagespeed.ic.Jpy0GwxWsY.jpg""]",7560
Whisky,Lochlea Harvest Edition Second Crop,26669,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_LOLEA0HE2_1.jpg,q1713960096.pagespeed.ic.JSfSX1yQDM.jpg""]",7765
Whisky,Suntory Hakushu 18 Years,94076,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_SUNTOHA18_1.jpg,q1713957864.pagespeed.ic.2ElXXOgu7T.jpg""]",87416
Rum,Canerock Spiced Rum,30142,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRCANER0000_1.jpg,q1713959173.pagespeed.ic.alMtadCa_e.jpg""]",1182
Whisky,Dalmore 30 Years 2022,23794,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_DALMO3000_1.jpg,q1713957173.pagespeed.ic.MR31vagSXh.jpg""]",2276
Whisky,Glen Garioch Sherry Cask 15 Years,8490,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_GGARI15SH_1.jpg?1713957333""]",2000
Whisky,Craigellachie 'Whisky.de exclusive' Cask Strength Collection 15 Years 2007/2022,8990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_CRAIG07SI_1.jpg,q1713958507.pagespeed.ic.NMfU5GAY3s.jpg""]",10810
Whisky,Big Peat Football Edition,4990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_BIGPE0FU0_1.jpg,q1713958249.pagespeed.ic.oLEsFfBymC.jpg""]",30705
Whisky,Chivas Royal Salute - The Peated Blend 21 Years,25542,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_CHIVA21PE_1.jpg,q1717750776.pagespeed.ic.x4nF5PMbVL.jpg""]",16425
Whisky,Glencadam 10 Years,4490,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_GCADA1000_1.jpg,q1713958299.pagespeed.ic.hte0Aef4Oh.jpg""]",500
Whisky,Maker's Mark,3390,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_MAKERRED1_1.jpg,q1713958330.pagespeed.ic.N0z6-tFGm5.jpg""]",40422
Rum,Pussers Rum Coronation Reserve - Limited Edition,78649,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRPUSSE0CR0_1.jpg,q1713959964.pagespeed.ic.pTj0BbnTjg.jpg""]",46103
Whisky,Edradour Decanter Bourbon 10 Years 2012/2022,4653,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_EDRADDEB0_1.jpg,q1713957847.pagespeed.ic.L9Ke-vky3I.jpg""]",6374
Whisky,Talisker 18 Years,19800,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_TALIS1800_1.jpg,q1713957982.pagespeed.ic.soSNZ3hBUF.jpg""]",7226
Distillery,Glenfarclas Family Casks 30 Years 1987/2018,25111,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_GFARCFA874_1.jpg,q1713971154.pagespeed.ic.e2_RHP-Pts.jpg""]",5395
Whisky,Old Bardstown Estate,55023,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_OLDBT0075_1.jpg?1715931783""]",13201
Rum,Bellamy's Reserve Rum Guyana 2012/,77703,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRBELLA09GU_1.jpg,q1713962798.pagespeed.ic.wMiRC-XJr5.jpg""]",48157
Whisky,Glen Scotia Victoriana,7990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_GSCOT0VI0_1.jpg,q1713958055.pagespeed.ic.iq-g1IayQC.jpg""]",8256
Whisky,Yellow Rose Premium American,75171,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_YELLO0PA0_1.jpg,q1713961623.pagespeed.ic.ukWPetO-7Y.jpg""]",41338
Whisky,Glencadam Reserva PX 17 Years 2006/2023,97341,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_GCADA17PX_1.jpg,q1713957227.pagespeed.ic.5v2LgA5nCt.jpg""]",53672
Whisky,Macallan 'Whisky.de exclusive' 24 Years 1997/2022,78957,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_MACAL97SI_1.jpg,q1713957389.pagespeed.ic.HvjcGBXGR4.jpg""]",71916
Whisky,Williamson Cask No. 93612 11 Years 2012/2023,20551,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_WILLI11OR_1.jpg,q1713960900.pagespeed.ic.qB3dD4Ngtd.jpg""]",772
Rum,The Real McCoy Rum 5 Years,95643,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRMCCOY0543_1.jpg,q1717672266.pagespeed.ic.19FCheSnUx.jpg""]",75904
Whisky,Redbreast 12 Years,4490,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_REDBR1200_1.jpg,q1713957675.pagespeed.ic.igbwHhQCSd.jpg""]",4000
Spirits,Patrón Silver Tequila,56406,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_XTPATRO0SI0_1.jpg?1713961144""]",47860
Whisky,Big Peat Sherry Finish - Rock Edition,5990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_BIGPEROCK_1.jpg,q1713958427.pagespeed.ic.rPyGFETiNg.jpg""]",1000
